t,x0,x0_gt,x0_t
0.0050025012506253125,72.99266121059554,-1.4718887906056182,-1.4670240019513585
0.015007503751875938,72.97798363178663,-1.4673520560805873,-1.4645025486315717
0.02501250625312656,72.96337192007154,-1.4628365868221032,-1.4599270827930013
0.030015007503751877,72.95606863301406,-1.4605799849403596,-1.459879237025234
0.03751875937968984,72.94512161274864,-1.4571979493314728,-1.4573146536877175
0.04502251125562781,72.9341984300242,-1.4538237840843298,-1.4540776484718663
0.057528764382191094,72.91604710255892,-1.448217966320037,-1.4486826397769619
0.06253126563281641,72.90880546354923,-1.4459818631526282,-1.4465246362979087
0.07253626813406704,72.89435457177515,-1.441520320962546,-1.4422086293434404
0.07503751875937968,72.89074859596606,-1.4404071563890941,-1.4411296276048233
0.07753876938469234,72.88714531901074,-1.4392948799578438,-1.4400506258662062
0.080040020010005,72.8835447409092,-1.4381834915452387,-1.4389716241257702
0.1025512756378189,72.85126098641516,-1.4282209363305665,-1.4292606084745785
0.10755377688844422,72.84411650614133,-1.4260167929939183,-1.4271026050009823
0.11005502751375687,72.84054831428509,-1.42491605120167,-1.4260236032623652
0.11255627813906953,72.83698282128259,-1.4238161958302982,-1.4249446015219291
0.12006003001500751,72.8263025353978,-1.4205219470194077,-1.421707596306078
0.12256128064032015,72.82274783781041,-1.4194256361099367,-1.4206285945656418
0.12756378189094547,72.81564653919696,-1.4172356716007801,-1.4184705910920457
0.13506753376688344,72.8050148326801,-1.4139573662859846,-1.4152335858725564
0.14007003501750875,72.79794052260439,-1.4117762556243783,-1.4130755823971413
0.14507253626813407,72.79087700794378,-1.4095986848025035,-1.4109175789162691
0.14757378689344672,72.78734929889414,-1.4085112265286597,-1.40983857718129
0.15757878939469736,72.7732654512333,-1.404170238192524,-1.4055225702250027
0.16258129064532265,72.76623972052552,-1.402005049190107,-1.4033645667441306
0.16758379189594796,72.75922478523283,-1.3998433956794738,-1.4012065632687154
0.17258629314657328,72.75222064535525,-1.3976852766984873,-1.3990485597914812
0.17508754377188593,72.74872262369712,-1.396607542356346,-1.3979695580546831
0.1775887943971986,72.74522730089275,-1.395530691286483,-1.396890556314247
0.18009004502251125,72.74173467694217,-1.394454723369055,-1.395811554573811
0.18259129564782392,72.73824475184536,-1.3933796384842907,-1.394732552833375
0.19009504752376188,72.72779116967757,-1.3901596808298393,-1.3914955476175237
0.19509754877438718,72.72083560916792,-1.3880174553654854,-1.3893375441421085
0.20260130065032517,72.71042250980675,-1.3848107342418885,-1.3861005389262573
0.20760380190095046,72.70349393783482,-1.3826773301529016,-1.3839425354472041
