t,x0,x1,x2,x3,x0_t,x1_t,x2_t,x3_t,x0_t_gt,x1_t_gt,x2_t_gt,x3_t_gt
0.0050025012506253,9.995436495450033,-0.0742087723670351,0.0498077724065426,99.90144727391667,0.07610904433568066,5.132597611444597,9.890696343103826,7.257315647422729,-2.332385415027751,5.143458117580548,9.967926979365204,-0.7410684641904985
0.0150075037518759,9.9789715469563,-0.022956289348434,0.1490894329802308,99.9586868275558,-3.367452248232837,5.112773743973789,9.9557076055765,4.184871125037716,-2.824452195571349,5.129311856711177,9.976342247229322,-0.2290600382231781
0.0250125062531265,9.92805375911721,0.0280978558265372,0.2490215313975676,99.9851865660635,-3.0413608506682976,5.095447499563493,9.899896732309344,4.595664663203934,-3.294195148416896,5.093213879327447,9.924134969838338,0.2789203190038092
0.0300150075037518,9.917961588888376,0.0535692932663873,0.2983248754698916,100.01304635877428,-3.1206718954858843,5.08702756827092,9.867670601843361,-2.0262508797904957,-3.5377210494082263,5.087055811075759,9.903734357308648,0.5310441210760639
0.0375187593796898,9.882127102928406,0.0916880406726273,0.3725037307814628,99.9123506155742,-4.648053748639313,5.076394053855244,9.847595180125847,-1.4071690967721224,-3.8889283160524752,5.064271340095757,9.84061817141392,0.9048038919403156
0.0450225112556278,9.848205904816751,0.1297532960756209,0.4461126970825863,99.99192826327494,-4.675580560249671,5.048834202726388,9.788943971343397,6.836210767785815,-4.239542917563949,5.044279139086054,9.765420357456106,1.274254600089546
0.057528764382191,9.786500804459918,0.1923951382673406,0.5681047093057754,99.99886692798664,-2.7846734646323057,5.054323290745035,9.54025231367278,7.177596790619646,-4.808901584479441,5.010325786495876,9.605930818553702,1.871280605589344
0.0625312656328164,9.776871155031843,0.2177704055328892,0.6154011611326666,100.04802505332296,-3.1702306325951213,5.041019076671866,9.48289878997496,4.98637249834519,-5.046840449444774,5.0086435348820375,9.545956972786922,2.1123245621339626
0.072536268134067,9.720235256518173,0.2675755618835587,0.7108446321635223,100.00105855993196,-6.52950830945656,5.093338441732797,9.411079914267305,-32.340688110161864,-5.487246713462737,4.9803231490348825,9.374338129670832,2.5699723875284115
0.0750375187593796,9.703360079247762,0.280387384564533,0.7343037521246288,99.90287875782067,-1.442685754725062,4.945258255227081,9.00220785239648,5.929395818497142,-5.598203855543333,4.971798916965118,9.324427472284858,2.6851907086161595
0.0775387693846923,9.713018219225903,0.2923142224899973,0.7558781882035247,100.03072036992948,-4.566355042480836,4.953212011091985,8.976778940625962,45.533149178285385,-5.716184239991859,4.982082941193777,9.300987645000244,2.7989912030171085
0.080040020010005,9.680516882436953,0.3051658338446334,0.779210100001698,100.13065839352996,-12.315722272545386,5.116130599966044,9.301531432223715,36.61730860379549,-5.817370222920514,4.962761801765367,9.233249322776564,2.908524377513957
0.1025512756378189,9.540701439157736,0.4158905517302959,0.9832167623590568,100.27869442571982,-7.470131186945537,4.938191290997395,8.66177276259802,-21.36302452388918,-6.750926523219611,4.903102546176394,8.727422435774853,3.854488497671286
0.1075537768884442,9.50193226697525,0.440615596560573,1.0261018948188825,100.14076687927968,-10.225295559449933,4.78679829213084,8.745538788141914,5.9777196297109185,-6.948959859746097,4.886119249654129,8.594395921656044,4.052539394997583
0.1100550275137568,9.473260519652753,0.4523938086851602,1.0481927882477295,100.19767642833236,-7.83837469658738,4.971912687847322,8.381076958249366,2.939961635067448,-7.036514191815771,4.870998298257713,8.520281765083158,4.140949591193177
0.1125562781390695,9.462720787752705,0.4654875959995291,1.068028242784112,100.1554740410359,-4.647549585621164,5.119212169805035,8.048722847607046,-14.65890947688149,-7.145559559900123,4.869518698534382,8.455913888057959,4.247423339474851
0.1200600300150075,9.418082139166662,0.5012967018602074,1.1310916286232178,100.09530824875864,-13.032307929215222,4.903258975592678,8.437229779377049,15.966096001691767,-7.430769797881404,4.85512191636159,8.25928274692676,4.525982731563176
0.1225612806403201,9.379579231199935,0.5136702850918266,1.1522227541009702,100.15524028026684,-11.937147348615554,4.874470188520469,8.319983952324534,30.10857559330543,-7.514690577749437,4.834078397168266,8.169115301233276,4.608911124063203
0.1275637818909454,9.354444079445797,0.537329581807977,1.1925604425700165,100.3673667154142,-5.448210797538877,4.7496553587022525,7.928047106016592,23.783923001011317,-7.701046632466154,4.828681797873145,8.03620253292051,4.78801345918748
0.1350675337668834,9.308793115911264,0.5731967524664406,1.250525889375404,100.33625387842264,-9.35249850148648,4.852041255532384,8.107840219114308,-1.788048462531151,-7.973932834330739,4.816227400849584,7.820983664285951,5.048350601712329
