t,x0,x0_t_gt,x1,x1_t_gt,x0_t,x1_t
0.0040020010005002,0.0352588586392699,1.315754139027518,-0.1165820618209601,0.8557541390275181,1.315745668887642,0.8557456688876455
0.0120060030015007,0.0458177370206303,1.3226297957922002,-0.1097050243600599,0.8626297957922003,1.322654066654791,0.8626540666547893
0.0200100050025012,0.0564319102315427,1.3295714421409763,-0.1027726920696078,0.8695714421409763,1.3295865964703817,0.8695865964703735
0.0240120060030014,0.0617598772628038,1.3330663751962697,-0.0992856454985768,0.8730663751962697,1.3330799798756576,0.8730799798756532
0.0300150075037518,0.0697781542420008,1.338338229930022,-0.094028749209725,0.878338229930022,1.33835480096889,0.8783548009688857
0.0360180090045022,0.0778281690203093,1.343644578907944,-0.0887401151217617,0.883644578907944,1.343653745471185,0.8836537454711881
0.0460230115057528,0.0913157077496853,1.3525623176934556,-0.0798548775429609,0.8925623176934556,1.352541950035091,0.8925419500350849
0.0500250125062531,0.0967357254851478,1.356154423093985,-0.0762757802677286,0.8961544230939851,1.3561281136787855,0.8961281136787735
0.0580290145072536,0.1076190109497921,1.36337988054898,-0.0690743357235445,0.9033798805489798,1.363353460511199,0.9033534605111804
0.0600300150075037,0.1103488943038776,1.3651946145227596,-0.0672649125995741,0.9051946145227596,1.3651693701926997,0.9051693701926986
0.0620310155077538,0.1130824201351555,1.3670126179485718,-0.0654518469984112,0.9070126179485716,1.36699190731726,0.9069919073172716
0.064032016008004,0.1158195972846371,1.3688338508423312,-0.0636351300790447,0.9088338508423311,1.3688209953071833,0.9088209953071638
0.0820410205102551,0.1406192828492633,1.3853627747222963,-0.047119586585454,0.9253627747222964,1.3853601034279848,0.9253601034279892
0.0860430215107553,0.1461708667655437,1.3890674737911286,-0.0434089231294037,0.9290674737911284,1.389055835435265,0.9290558354352728
0.0880440220110055,0.1489522229188457,1.3909238496569405,-0.0415480272062168,0.9309238496569402,1.390911690753562,0.9309116907535416
0.0900450225112556,0.151737296743547,1.3927828450121382,-0.0396834136116306,0.9327828450121384,1.3927721607398125,0.932772160739791
0.0960480240120059,0.1601148858057325,1.3983750542096205,-0.0340672052397902,0.9383750542096204,1.398368952924926,0.938368952924966
0.0980490245122561,0.1629148918757169,1.4002440313270357,-0.0321876593999208,0.9402440313270356,1.4002399644933092,0.9402399644933332
0.1020510255127563,0.1685261528123076,1.4039890383158262,-0.0284173189235603,0.943989038315826,1.4039881431670906,0.9439881431670756
0.1080540270135067,0.1769711730311478,1.409623315765686,-0.0227336793950652,0.949623315765686,1.4096173461531336,0.9496173461531354
0.1120560280140069,0.1826199807610421,1.4133900309190712,-0.018925792125401,0.9533900309190712,1.4133796294734111,0.9533796294734004
0.1160580290145072,0.1882838664136263,1.4171646508922382,-0.015102826933047,0.9571646508922382,1.4171510201282658,0.9571510201282782
0.1180590295147573,0.1911214748507902,1.4190547836449927,-0.0131856787259981,0.9590547836449927,1.4190412691230074,0.959041269123016
0.1260630315157578,0.2025097856439812,1.4266327863245307,-0.0054792088532674,0.9666327863245308,1.4266235155492597,0.9666235155492632
0.1300650325162581,0.2082267310505315,1.4304314470887631,-0.0016031839069472,0.9704314470887632,1.43042594547331,0.9704259454733112
0.1340670335167583,0.2139589177738326,1.434235907498511,0.0022880823561238,0.9742359074985112,1.4342348683654258,0.9742348683654204
0.1380690345172586,0.2197063498068331,1.43804564645832,0.0061945939288941,0.97804564645832,1.4380446219346226,0.978044621934625
0.1400700350175087,0.2225857838103927,1.439952330199464,0.0081535677023387,0.9799523301994638,1.4399504773799023,0.9799504773799008
0.1420710355177588,0.2254690330579782,1.441860137027965,0.0101163567198091,0.9818601370279646,1.4418577551492433,0.9818577551492558
0.144072036018009,0.2283560999890791,1.4437690015156917,0.012082963420795,0.9837690015156916,1.443766252053564,0.9837662520535916
0.1460730365182591,0.2312469870431851,1.4456788577436577,0.014053390244786,0.9856788577436574,1.4456763744712011,0.9856763744712174
0.1520760380190094,0.2399425933384306,1.4514137103095714,0.0199876158496863,0.9914137103095716,1.4514130002189631,0.9914130002189508
0.1560780390195097,0.2457588065611249,1.4552406705515946,0.0239629086121504,0.9952406705515944,1.455239671579232,0.9952396715792312
0.1620810405202601,0.2545118416411671,1.4609852810918065,0.0299545630018474,1.0009852810918063,1.4609816596149798,1.0009816596149763
0.1660830415207603,0.2603663539336344,1.4648169712521604,0.0339681548340846,1.0048169712521604,1.4648121462389554,1.0048121462389634
0.1680840420210105,0.2632993606166125,1.4667331855870505,0.0359807012869477,1.0067331855870505,1.4667285699366095,1.00672856993662
0.1720860430215107,0.269176881497746,1.4705659884471105,0.0400173017078511,1.0105659884471103,1.4705633761659411,1.010563376165936
0.176088044022011,0.2750697528220428,1.474398797402376,0.0440692525719177,1.014398797402376,1.4743962901838843,1.0143962901838683
0.1920960480240119,0.2987945202022901,1.4897176489138813,0.0604303381112446,1.0297176489138813,1.4897126466376065,1.0297126466376012
0.1980990495247623,0.3077545022629398,1.4954514849254532,0.0666289394815491,1.0354514849254532,1.4954487177225817,1.0354487177226126
0.2001000500250125,0.3107488068769939,1.4973608090124662,0.0687027838654882,1.0373608090124662,1.4973574803438794,1.0373574803438856
0.2021010505252626,0.3137469283973826,1.4992690156181931,0.0707804451557618,1.0392690156181932,1.4992640453570285,1.0392640453570114
0.2101050525262631,0.3257775461664915,1.5068889868562343,0.0791292220044106,1.0468889868562343,1.5068822113705664,1.046882211370562
0.2141070535267633,0.3318157079005258,1.510690070825875,0.0833264632782147,1.050690070825875,1.5106861857006422,1.0506861857006164
0.2181090545272636,0.3378690814197232,1.514484301180466,0.0875389163371819,1.054484301180466,1.5144814795133144,1.0544814795132955
0.2221110555277638,0.3439376206930285,1.5182709542040966,0.0917665351502571,1.058270954204097,1.518266844024275,1.0582668440242866
0.2261130565282641,0.3500212922773463,1.5220493112926698,0.0960092862743448,1.06204931129267,1.5220440571359788,1.0620440571359957
0.2301150575287643,0.3561200643719558,1.5258186489517052,0.1002671379087243,1.0658186489517052,1.5258120865450344,1.065812086545039
0.2361180590295147,0.3652964577725665,1.5314541381997415,0.1066821506189897,1.0714541381997416,1.5314476358876448,1.0714476358876226
0.240120060030015,0.3714328189906886,1.5351977005500288,0.1109775913768816,1.0751977005500288,1.53519153983871,1.075191539838709
0.2461230615307653,0.3806653990438916,1.5407910091639363,0.1174487907397396,1.0807910091639363,1.5407873806220778,1.0807873806220485
0.2481240620310155,0.3837503785749632,1.542649186627738,0.119613310040696,1.082649186627738,1.5426464413173877,1.082646441317339
0.2521260630315157,0.389931478255388,1.5463555729037206,0.1239534892608907,1.0863555729037206,1.5463523930855416,1.0863523930855372
0.256128064032016,0.3961273862234717,1.5500480156802536,0.1283084767687443,1.0900480156802537,1.550046611827156,1.090046611827148
0.2581290645322661,0.3992308752999664,1.551888761879351,0.130491505615124,1.0918887618793511,1.5518876981914147,1.0918876981914405
0.2621310655327664,0.4054488873564659,1.5555588082527303,0.1348685972113933,1.0955588082527306,1.555554597776286,1.095554597776295
