t,x0,x0_gt,x0_t
0.010005002501250625,6.126221567435432,0.32062739752614977,0.32199566517135736
0.030015007503751877,6.132668943209803,0.3221468573463923,0.32349231856278493
0.05002501250625312,6.139155010550323,0.32367781738084334,0.32414121534247897
0.060030015007503754,6.142398664669172,0.3244443397727442,0.3244594805669294
0.07503751875937968,6.147276867739189,0.32559825432555073,0.32564675090259243
0.09004502251125562,6.152172954341087,0.3267577573505094,0.32683839024366534
0.11505752876438219,6.160372839859545,0.3287027212685087,0.3288244558123097
0.12506253126563283,6.163666703480615,0.3294850802328648,0.3296188820396537
0.14507253626813407,6.17027827543193,0.3310573196291493,0.33120773449422813
0.15007503751875936,6.171936136067504,0.33145194967192193,0.3316049476080707
0.15507753876938468,6.173595983762176,0.3318472088991146,0.33200216072191324
0.16008004002001,6.175257818515947,0.3322430978652883,0.33239937383541474
0.2051025512756378,6.1903037489592885,0.33583452862615965,0.33597429185874716
0.21510755377688845,6.1936691467078875,0.3366395984943837,0.3367687180863186
0.22011005502751374,6.195354826170834,0.33704308781095177,0.3371659311998201
0.22511255627813906,6.197042492692878,0.3374472141324924,0.33756314431354895
0.24012006003001501,6.202117414613601,0.33866342076284367,0.3387547836545082
0.2451225612806403,6.203813029372037,0.3390701007432756,0.33915199676823704
0.25512756378189094,6.207210220066205,0.33988538075326424,0.33994642299580846
0.27013506753376687,6.212320909050691,0.34111310939614414,0.34113806233699506
0.2801400700350175,6.215737971606423,0.3419348078452033,0.34194194267956846
0.29014507253626814,6.219163315630645,0.3427591617456059,0.3427899069386058
0.29514757378689344,6.220879190031832,0.3431723593022382,0.3432166786558355
0.3151575787893947,6.2277640368970735,0.34483196793511306,0.3449237655252091
0.3251625812906453,6.231219269885993,0.3456658719360922,0.3457773089598959
0.33516758379189593,6.234683042579113,0.3465025156607634,0.3466308523945827
0.34517258629314657,6.23815535497643,0.3473419040739884,0.3474843958292695
0.35017508754377186,6.239894713564164,0.34776262909346917,0.3479111675466129
0.3551775887943972,6.241636207077947,0.34818404215211646,0.34833793926407
0.3601800900450225,6.243379835517781,0.348606143873767,0.3487647109812997
0.36518259129564784,6.245125598883663,0.34902893488297526,0.3491914826986431
0.38019009504752377,6.250375698537611,0.35030144989224443,0.3504717978506733
0.39019509754877435,6.253886439603824,0.35115325115196516,0.35132534128547377
0.40520260130065033,6.259168563148519,0.3524361524917669,0.35260565643750397
0.4152076038019009,6.26270065347523,0.3532948937051072,0.3534591998720771
0.42021010505252626,6.2644699010276605,0.35372530830296744,0.35388597158953417
0.4302151075537769,6.26801480091067,0.35458822864679934,0.3547395150241073
0.4402201100550275,6.27156824049788,0.3554539414174283,0.35559305845890776
0.48024012006003003,6.285867395888706,0.358944818642872,0.35900723219765496
0.49524762381190596,6.291264805440088,0.3602655041030965,0.36028754734968516
0.5002501250625313,6.293068211809315,0.3607071445735303,0.3607161294310117
0.5052526263131566,6.294873771217287,0.36114949654792194,0.3611587012914015
0.5252626313156579,6.302118893845831,0.3629263650082019,0.3629935719379773
0.5352676338169085,6.305755240581461,0.36381929866979484,0.36391214051445786
0.545272636318159,6.309400777597997,0.36471523941086087,0.3648307090909384
0.5552776388194097,6.313055504895438,0.3656141928418418,0.3657492776676463
0.5652826413206603,6.316719422473785,0.36651616458642455,0.36666784624401316
0.5752876438219109,6.320392530333037,0.3674211602815311,0.3675864148204937
0.5902951475737869,6.325919423898613,0.3687843360947491,0.3689642676852145
0.6003001500750375,6.329615507460129,0.3696969164145079,0.36988283626169505
0.6153076538269134,6.3351768645791,0.37107149576855936,0.37126068912652954
0.6203101550775387,6.337035245425876,0.37153121410211354,0.3717199734147698
0.6303151575787894,6.340758899830108,0.3724529428759662,0.3726385419914777
0.64032016008004,6.3444917445152464,0.37337773256251433,0.3735571105677309
0.6453226613306653,6.346361613213155,0.3738412770400281,0.37401639485608484
0.655327663831916,6.350108243319651,0.3747706688547002,0.3749349634325654
0.6753376688344171,6.357629074375359,0.3766386840850123,0.3767721005854128
0.6803401700850426,6.3595150260648525,0.3771076153528896,0.3772313848738804
0.6903451725862931,6.363293822154517,0.3780477959060726,0.37814995345024727
0.6953476738369184,6.36518666655469,0.3785190466418288,0.37860923773848754
0.7003501750875437,6.367081808525088,0.3789910719853642,0.3790685220266141
0.7053526763381691,6.368979248065713,0.3794638726639576,0.37952780631508176
0.7103551775887944,6.370878985176565,0.3799374494057088,0.37998709060332203
0.735367683841921,6.380412231269186,0.3823170238370739,0.38230560901706667
0.7403701850925463,6.382325896848062,0.3827953080637946,0.3827783846041939
