t,x0,x0_gt,x0_t
0.010005002501250625,2.098487453160535,-0.1511915122754871,-0.1511790566046045
0.030015007503751877,2.0954624506614428,-0.15117557544863172,-0.1511593666239719
0.05002501250625312,2.092437780256375,-0.15115906660216613,-0.15115716628812947
0.060030015007503754,2.0909254869209075,-0.15115059725104904,-0.15114819061463436
0.07503751875937968,2.0886572567594164,-0.15113762548454543,-0.15113128224004413
0.09004502251125562,2.0863892803504203,-0.15112433252206892,-0.1511143738654539
0.11505752876438219,2.0826098835631934,-0.15110146406338346,-0.1510861932411558
0.12506253126563283,2.0810983222113544,-0.15109206702626304,-0.15107492099150477
0.14507253626813407,2.0780755378443363,-0.15107284512290295,-0.15105237649200376
0.15007503751875936,2.0773199122393855,-0.15106795053569175,-0.15104674036720667
0.15507753876938468,2.076564314829157,-0.1510630203106847,-0.1510411042423243
0.16008004002001,2.0758087456136494,-0.15105805445125814,-0.15103546811747037
0.2051025512756378,2.0690098914365596,-0.15101175872462777,-0.15098474299375653
0.21510755377688845,2.0674993450947,-0.1510010790914943,-0.15097347074402023
0.22011005502751374,2.0667441142158527,-0.1509956858823828,-0.15096783461910945
0.22511255627813906,2.0659889115317274,-0.1509902570827431,-0.15096219849428394
0.24012006003001501,2.0637234726476805,-0.15097375717441686,-0.15094529011972213
0.2451225612806403,2.062968382742441,-0.15096818604642634,-0.1509396539948682
0.25512756378189094,2.061458287516128,-0.15095693707287958,-0.15092838174516032
0.27013506753376687,2.059193356137071,-0.15093979686928743,-0.15091147337051325
0.2801400700350175,2.0576835428579745,-0.15092819227743304,-0.15090020112086222
0.29014507253626814,2.0561738423577647,-0.1509164454855213,-0.1508889288710975
0.29514757378689344,2.0554190343997423,-0.15091051877298417,-0.1508832927463004
0.3151575787893947,2.052400084514869,-0.15088645655773608,-0.15086074824685625
0.3251625812906453,2.050890778740762,-0.1508742122783171,-0.15084947599709153
0.33516758379189593,2.049381585745542,-0.15086182592037936,-0.15083820374738366
0.34517258629314657,2.047872505529209,-0.15084929751093107,-0.1508269314976758
0.35017508754377186,2.0471180077131246,-0.15084298004533048,-0.15082129537279343
0.3551775887943972,2.046363538091762,-0.1508366270769803,-0.15081565924796791
0.3601800900450225,2.045609096665121,-0.15083023860925646,-0.15081002312308556
