t,x0,x1,x0_t,x1_t,x0_t_gt,x1_t_gt
0.0050025012506253,5.004062880125188,0.7184434258172071,6.211117640588498,6.341721332276649,-5.666342693885898,4.853618887486765
0.0150075037518759,4.9937795477825215,0.7721744677945128,-8.266755775887532,4.399113958986781,-5.685261499626734,4.85032202366866
0.0250125062531265,4.838645055695223,0.8064697181431054,-4.233462643511302,5.173378088348343,-5.404345737267734,4.695619257981499
0.0300150075037518,4.845661825464086,0.8367156510913375,-3.375808720753753,5.7540699190269535,-5.438534632250772,4.707413447130625
0.0375187593796898,4.766546015931235,0.8766050843307571,-9.020742221631508,5.479329718082184,-5.312563551496041,4.632326382090113
0.0450225112556278,4.710283002728246,0.9189467123932216,-7.368942450713348,4.695136474533477,-5.232316269123489,4.581488656951025
0.057528764382191,4.620814858344465,0.957913919457778,4.515127137244235,6.21871982452123,-5.088379368854168,4.49632866832042
0.0625312656328164,4.666751462256987,0.995231981506688,3.785635735824286,6.249524085131327,-5.1945991002954734,4.550116089089877
0.072536268134067,4.596630931624141,1.0335392456211454,-10.030670970465962,8.704630960653276,-5.08491887067093,4.485292552961606
0.0750375187593796,4.569651937242215,1.0583606211558036,14.569370776424194,3.44451691931539,-5.047896629408867,4.462356775129474
0.0775387693846923,4.669514227154032,1.0507704458178195,0.3299569793939554,3.8051205645257937,-5.2286789431623335,4.563100032119344
0.080040020010005,4.571302547444286,1.0773957415386244,-35.79972611001145,9.978275884968829,-5.060088752657327,4.467694526660004
0.1025512756378189,4.467480745251738,1.1669819798673315,-8.267007029673437,5.3746647422808564,-4.911245762424467,4.379527652781856
0.1075537768884442,4.42206187637875,1.1954195723251757,-20.134747832072435,1.6681356525078854,-4.841295808767627,4.339154154542762
0.1100550275137568,4.357873517688773,1.1945688122266274,-8.524431659469428,6.702183867161352,-4.7282696353538,4.273563024733572
0.1125562781390695,4.379418396341388,1.2289472555025724,6.818328394818167,10.797492597404926,-4.777997510844859,4.302871761311395
0.1200600300150075,4.390166666401372,1.243628087351888,-30.791660306733775,5.5247242763026065,-4.80166883323321,4.316966081600619
0.1225612806403201,4.286282201376978,1.260421843880784,-25.25693405893435,5.034125243462327,-4.626662285833032,4.215028085724693
0.1275637818909454,4.322776528824223,1.2687964712438722,5.754271888971459,2.3584900247107896,-4.692022965028179,4.253971179431164
0.1350675337668834,4.348610863271739,1.2941973695451854,-11.047115266151081,5.251432297957166,-4.744073063603962,4.285812541116312
0.1400700350175087,4.2450235902927504,1.326691909141443,-7.662809995186649,6.345976548890576,-4.574399221476612,4.188089303679567
0.145072536268134,4.2719444301032885,1.357688880789713,6.013135590620777,4.6237049419666505,-4.627280258624376,4.22243581167256
0.1475737868934467,4.287774758884849,1.3672872051936784,2.3204881178228334,3.824073092943724,-4.656365866786253,4.240639056871207
0.1575787893946973,4.1505719454945895,1.4050133190295706,6.678454006925676,3.11058099544519,-4.431738937067095,4.1108124482592405
0.1625812906453226,4.234986110624988,1.4189228185504266,4.709742090272982,4.094875566898139,-4.575510840654795,4.199262182390511
0.1675837918959479,4.197692926888015,1.4459825593186968,-12.776356609375,6.317323153377117,-4.516346050202607,4.168036171637723
0.1725862931465732,4.107158630791322,1.4821276525011728,2.1106885316521584,5.324767880073807,-4.369821911669174,4.08559809699589
0.1750875437718859,4.13771124632995,1.493069247690073,13.577681343504423,5.060955338191491,-4.42111164270292,4.118945113691792
0.1775887943971986,4.175080998692796,1.507445087909835,-7.65022355017868,1.5038195302149688,-4.484254250439163,4.159917491211002
0.1800900450225112,4.099440993452623,1.500592106770689,-4.210453584821266,0.9993593482045071,-4.358619987481528,4.082329741972468
0.1825912956478239,4.154018199369035,1.5124443842990531,13.271060837620553,4.786207355464519,-4.449471448556447,4.139979061575029
0.1900950475237618,4.061154336745271,1.5494319362325586,-7.494835146029686,2.998444050405311,-4.298366699461424,4.05589406747755
0.1950975487743871,4.039938960925982,1.557992557782249,-3.6727167369666915,3.2609780392020298,-4.2641393944708685,4.036769749879684
0.2026013006503251,4.018775668757376,1.599905084493083,-7.833514332423192,-0.9467271020727139,-4.229687945185666,4.02601783640583
0.2076038019009504,3.962869634313304,1.573383955656958,-9.560448837405602,8.370395190884778,-4.140863799802796,3.963522602039504
0.2101050525262631,3.940976524975076,1.611418922173962,-2.663654452793537,11.50253748409665,-4.105434209911367,3.951281438873399
0.2151075537768884,3.988574158133985,1.6319034305546234,-2.9932174059954946,4.109552458467249,-4.179878304822065,4.003885163685074
0.2201100550275137,3.911029377341303,1.6525350047999472,-12.882844309850057,4.276000657575381,-4.05589141187128,3.93190564331365
0.240120060030015,3.862816974591494,1.7502437896186784,-5.487817794113937,4.427917047888229,-3.9682134589340623,3.9090231337450434
0.2476238119059529,3.812975412010528,1.782189229178604,-18.07148232591544,1.6373599266360088,-3.885495900269595,3.8680038284311
0.2501250625312656,3.7582449547843817,1.784100332614648,-5.290577194224738,-2.246565753284642,-3.802217852977333,3.8145718250462624
0.2526263131565783,3.786509292979889,1.7709507811881853,8.896829079565762,-2.5150606980735475,-3.847566405964709,3.839016942804488
0.2626313156578289,3.7793438678230458,1.855527661136465,-3.917417461037587,2.940336780621436,-3.8164251696238174,3.8536688360835463
0.2676338169084542,3.751739895490164,1.856446998782873,-5.565482325507503,1.9438072517603473,-3.774588956927144,3.826846865732928
0.2726363181590795,3.7236612032356766,1.8749754575522763,-4.486466216802285,2.3205952533865,-3.7272236839042856,3.8040955054323127
0.2776388194097048,3.706852789769281,1.879664560097395,5.659220826900025,0.7621733586577761,-3.7008297361015834,3.788857832623707
0.2826413206603301,3.7802817217639406,1.882601003912034,-2.463442292614843,3.0987084751419047,-3.809887466216587,3.861433555390357
0.2876438219109554,3.682206043469983,1.910667146141836,-11.57741657239228,2.731903088322099,-3.654526007055774,3.7727401688719056
0.2951475737868934,3.685691166322381,1.898767133434476,-3.510011134347735,13.29099622927447,-3.663561816016746,3.773089335401163
0.3001500750375187,3.654877497683621,2.0148697367360846,-9.325897381640743,12.604851327021464,-3.574635040469696,3.7724248972433663
0.3076538269134567,3.549260202190102,1.9900980712851088,15.310451111799694,3.6659590320550706,-3.43282303524914,3.6639665807398254
0.3101550775387693,3.6120558244678778,2.0050764549858364,11.817532173518089,3.6043880785161093,-3.5165626245785777,3.728542800999146
0.3151575787893947,3.5382249937887456,1.9992557877944703,-5.205750312786222,5.110758369257212,-3.4134140978784187,3.6556482814128
0.32016008004002,3.5599722795675626,2.056209605253541,-6.5316493609949475,6.281916735861046,-3.419162725948872,3.69103339467836
0.3226613306653326,3.530029520050093,2.0655401231343755,-7.758564392539341,2.756579806085284,-3.372312068287098,3.664534396505478
0.327663831915958,3.533363873889769,2.069587433393205,1.056669112032182,1.341680804966117,-3.3750935479215847,3.668748822014489
0.3376688344172086,3.5517423898576927,2.0936687517865846,-28.351166130266392,7.945938197924647,-3.3893631513871325,3.692341221436141
0.3401700850425213,3.4619520175951064,2.117007147994818,-21.319963371700084,5.526442042327261,-3.2515213068998268,3.611998324950184
0.3451725862931465,3.5011540763547946,2.106591662846641,-18.451674739452983,0.3876609340795767,-3.311478835547843,3.64697030426864
0.3476738369184592,3.422125167194686,2.110649989864349,-7.318131907506881,9.612767238710092,-3.199972041252209,3.572327292067345
0.3501750875437718,3.464545112335245,2.154679542980256,14.310237911345212,10.119033440385067,-3.234942820267356,3.6236620942571287
0.3526763381690845,3.493712150242936,2.161270467304993,-15.837617273735646,3.6529666573163126,-3.271881710160307,3.653071284325924
0.3551775887943972,3.3853174121164558,2.172953513251974,-36.50059027115433,4.196309481093472,-3.1161904525837607,3.552634532522868
0.3676838419209605,3.356272138078216,2.195758015985162,17.888609745915346,8.629779018366776,-3.0638980674284038,3.5305923897704177
0.3701850925462731,3.4111266246152776,2.2207481240750337,18.512403753037106,9.102262723129343,-3.123269939086817,3.588530778205413
0.3876938469234617,3.316289826245342,2.2711870860385823,26.815734279420212,5.368558087053316,-2.964146037213392,3.510638493270849
0.3901950975487743,3.394879982121024,2.2855041300647767,13.184726753226158,7.539190222322759,-3.0603267968408785,3.5879344513181453
0.3951975987993997,3.2783891948347774,2.3413803795076142,-13.907348790847522,8.019397356366866,-2.867071110075436,3.4908576896196744
0.4052026013006503,3.326923165665169,2.358577653563189,-22.12622183324379,7.993696741791837,-2.9191031738552904,3.539969841913196
0.407703851925963,3.2547107597430087,2.3824956226521743,-4.172356763417952,8.629887484835706,-2.8068950857667687,3.4776054632853795
0.4102051025512756,3.306050945738112,2.401748676498835,15.693662377734697,4.397665847769488,-2.8601672565718714,3.5294515424695234
0.4177088544272136,3.315034665811233,2.360467165298678,-22.6863830594109,8.562154230239457,-2.901970065570179,3.529247072844504
0.4202101050525262,3.2383773682740875,2.393608791373018,-22.73964730822712,11.953547846497003,-2.777579785952498,3.4647443339325377
0.4252126063031515,3.203741216128124,2.4404352012301858,-3.488163856491269,-1.4223247730375306,-2.6978940798901774,3.442242384697629
0.4277138569284642,3.199313096123752,2.4233922126739564,0.3959566103540908,-3.021172187276676,-2.7051515435984546,3.434673340721509
0.4327163581790895,3.2229678964567063,2.4462239139632542,-0.7801534623383759,-2.6239912033595374,-2.718173020141748,3.46120095950956
0.4352176088044022,3.214127157370197,2.4306710991836025,0.4068147380157825,12.979185630639961,-2.718655042610869,3.4498866082774247
0.4377188594297148,3.2250029876924025,2.511152306312624,3.333772873649508,19.476648759720746,-2.669629367649648,3.4754734538509235
0.4427213606803402,3.2315312753127743,2.481523357132001,-15.90616873681347,12.498746187931488,-2.701730470829544,3.475981870239514
0.4452226113056528,3.1702212316587577,2.535824339504438,5.3627087580472335,2.547100790698437,-2.579454379803589,3.429529591210267
0.4477238619309654,3.258358232581641,2.494265232022941,15.070804610427587,-10.546587928228945,-2.726436324920593,3.503174273279896
0.4527263631815907,3.1319853856248727,2.502223704046548,-11.920458863765248,3.986316711542372,-2.558555650746192,3.388203841270081
0.4552276138069034,3.118854514583555,2.5151902517918057,-2.5694967635268995,1.155472912459885,-2.5316846899678898,3.3786107093805557
0.4602301150575287,3.132816266429761,2.4806648248797107,7.075050670593214,25.323925266466063,-2.5767571172770323,3.384801367688824
0.4627313656828414,3.1558705408391203,2.584308407469916,4.662943365942937,30.257333254324053,-2.52078707966863,3.4247961969612795
0.4702351175587794,3.088340351273238,2.5596902488301465,-4.7798299081844675,2.3034705914297007,-2.457183459730553,3.358847639504925
0.48024012006003,3.096808864509728,2.657230398590296,-16.166475576322682,-23.61253751031734,-2.383689096314437,3.3825779028814256
0.4827413706853427,3.045734073501973,2.5773080464641605,-2.6636933871249084,-6.181178066723874,-2.390110675684979,3.323161910776691
0.4852426213106553,3.083483735009351,2.626309047581169,7.6544922956853725,7.0003000850405215,-2.394356038283677,3.365681753950678
0.4877438719359679,3.084025680784041,2.612327056394329,-8.860660049423132,4.607873938652688,-2.4071424369474803,3.363912488564809
0.4902451225612806,3.039158272030744,2.649359942722005,-10.817095585238036,9.103000884511061,-2.3198913081534016,3.329133261765752
0.4952476238119059,3.056290304464066,2.6378417173389344,-10.170849133872935,9.46277479549974,-2.35089599952172,3.3428396864449077
0.4977488744372186,3.013847532221644,2.6762244307463576,-12.699004898370568,11.985855272932874,-2.265407286051918,3.310364318801396
0.5077538769384692,3.057664009242422,2.6616935761541987,0.8593627049333463,1.6009234943600887,-2.331551494071008,3.347768324013221
0.5202601300650325,3.0133824308071606,2.729446533982089,30.857736656569045,6.504570946238118,-2.2166713943505307,3.317447138545919
0.5227613806903452,3.1077732136741454,2.746259890244976,-1.853862148708913,-1.87073562425212,-2.316766176447511,3.4047281070178697
0.5252626313156579,3.004108483089757,2.7200881766821783,-18.44053681212131,6.639626999464099,-2.214067267928245,3.307850656892363
0.5277638819409705,3.0155244052093013,2.779474632613477,0.11920958245252677,15.065925294647059,-2.17293317842675,3.325635840282758
0.5302651325662832,3.0047048291750613,2.795455486810476,-6.105406786611411,2.8525068027482803,-2.1449168401830647,3.31777726446197
0.5352676338169085,2.956356218055221,2.7743410765669805,3.8598927815476145,6.2531801463261445,-2.1070600571091336,3.272054877607306
0.537768884442221,2.982925209685409,2.80308083525464,6.224121073390762,11.161059172916964,-2.1116522944820315,3.2991416229251715
0.545272636318159,2.9306213257357965,2.879422281890621,5.8516360470929385,-2.293913815312635,-1.976885641185448,3.26018616362228
0.5502751375687843,3.002655524119712,2.8263672388358607,-29.230159494546,-3.563720212182375,-2.113218826191737,3.319284091705366
0.552776388194097,2.874979042453147,2.8262603634858103,-37.4166828226668,0.7736330381721501,-1.9632332932539092,3.205657410343231
0.560280140070035,2.9010053617643607,2.850442843082152,2.0883168549553375,10.381432036671583,-1.9702202565125424,3.2312062169256723
0.5652826413206603,2.9068494548681807,2.926250285617218,0.38918920617142305,11.33954629341821,-1.9036366518712269,3.242918903524083
0.5777888944472236,2.887359418512072,2.948807096773596,-5.33706592668284,3.259529482266089,-1.8589624696552611,3.22728050435935
0.5827913956978489,2.8530996737669896,2.968026127424657,-6.928314510283144,2.2111651677721795,-1.8007319291560877,3.198329500682756
0.5902951475737869,2.800213216934363,2.966263395398969,15.837297839737516,-6.2912546309393065,-1.742671169487558,3.15185399665899
0.5927963981990996,2.858906891415642,2.9454779150734165,16.310885333272182,-1.2171586266371435,-1.829529748725145,3.2019859416548373
